salary_usd,job_title,experience_level,employment_type,company_location,company_size,remote_ratio,required_skills,education_required,years_experience,industry
86198.0,Research Scientist,1,3,Ireland,2,100,"Hadoop, SQL, PyTorch, AWS",1,2,Real Estate
175818.0,Machine Learning Researcher,3,1,Canada,1,0,"Docker, PyTorch, Computer Vision, Scala, Data Visualization",0,11,Healthcare
103156.0,NLP Engineer,1,3,Sweden,1,100,"Git, SQL, Docker",3,2,Manufacturing
117950.04,Data Engineer,1,2,Netherlands,2,100,"PyTorch, Kubernetes, SQL, TensorFlow, Hadoop",0,3,Gaming
112267.0,Autonomous Systems Engineer,1,1,Australia,2,0,"GCP, Data Visualization, Python, Linux, Docker",0,3,Technology
132846.16,Data Scientist,1,2,United Kingdom,2,50,"MLOps, Tableau, AWS",0,2,Government
212918.0,Deep Learning Engineer,3,1,Denmark,0,0,"Hadoop, Java, Python, Spark, Git",0,18,Consulting
83838.0,Computer Vision Engineer,1,2,Canada,2,100,"Scala, Data Visualization, Hadoop, MLOps",1,3,Energy
76101.0,Principal Data Scientist,0,1,Sweden,1,100,"Data Visualization, Azure, Java, Docker",3,0,Finance
195680.0,ML Ops Engineer,2,3,Denmark,1,0,"AWS, Kubernetes, Computer Vision, Tableau, R",2,7,Finance
75091.0,AI Architect,2,3,China,0,100,"SQL, TensorFlow, GCP, MLOps, Linux",1,9,Consulting
136392.0,Autonomous Systems Engineer,3,2,Israel,0,50,"AWS, NLP, GCP, Kubernetes",3,15,Consulting
133098.03,Computer Vision Engineer,1,2,Germany,2,50,"Kubernetes, Hadoop, Java, Statistics",1,4,Government
66670.0,Autonomous Systems Engineer,1,3,India,1,100,"Spark, Azure, GCP, Linux",0,4,Real Estate
265991.0,Machine Learning Researcher,3,2,United States,0,0,"Azure, Linux, R",3,17,Education
154998.0,Head of AI,3,1,China,2,0,"R, Data Visualization, GCP, SQL",2,15,Transportation
102275.0,NLP Engineer,0,1,Switzerland,0,0,"GCP, Git, Tableau, Deep Learning",1,1,Gaming
119047.0,Machine Learning Researcher,3,2,Ireland,0,50,"Tableau, Git, TensorFlow, Python",3,10,Healthcare
113837.0,Research Scientist,3,0,Israel,0,50,"AWS, TensorFlow, Kubernetes",3,11,Telecommunications
43989.0,Principal Data Scientist,0,0,India,0,0,"MLOps, PyTorch, Python, Git, Azure",2,1,Transportation
77459.0,AI Consultant,0,2,Australia,2,100,"MLOps, Kubernetes, Azure",3,1,Gaming
155980.88999999998,Robotics Engineer,2,1,Germany,2,100,"SQL, Hadoop, NLP, Computer Vision, PyTorch",2,5,Manufacturing
57692.0,NLP Engineer,1,2,Austria,0,100,"Deep Learning, MLOps, PyTorch, Git, Mathematics",1,2,Finance
68167.0,Principal Data Scientist,1,0,Australia,0,50,"Python, AWS, SQL, Data Visualization, TensorFlow",2,2,Consulting
211380.72,Research Scientist,2,2,United Kingdom,1,0,"MLOps, Git, Hadoop, Scala, Kubernetes",2,5,Telecommunications
100020.0,Autonomous Systems Engineer,3,3,South Korea,1,100,"Tableau, R, Java, NLP, Data Visualization",2,15,Real Estate
227129.52000000002,ML Ops Engineer,2,3,United Kingdom,2,50,"Java, Spark, Statistics, Python, TensorFlow",0,7,Gaming
56605.0,Robotics Engineer,0,3,Ireland,1,100,"Python, R, Spark, Data Visualization, Deep Learning",1,0,Telecommunications
90246.78,Computer Vision Engineer,0,3,Netherlands,1,50,"Java, R, Deep Learning",0,1,Manufacturing
93559.04999999999,AI Consultant,0,1,France,2,0,"Spark, Scala, Kubernetes",2,0,Media
98611.0,Machine Learning Engineer,1,0,Australia,0,100,"MLOps, Hadoop, R, SQL",0,3,Gaming
69956.64,AI Architect,0,2,France,2,50,"Python, MLOps, TensorFlow, Mathematics, GCP",0,0,Manufacturing
113357.0,Autonomous Systems Engineer,1,3,Singapore,1,50,"Scala, Java, Azure, Kubernetes, Mathematics",0,2,Technology
99971.0,Machine Learning Engineer,2,2,India,2,100,"AWS, PyTorch, Kubernetes",0,7,Education
64469.0,AI Research Scientist,0,3,Denmark,0,100,"Mathematics, R, Computer Vision, Data Visualization, PyTorch",1,1,Government
90084.0,Computer Vision Engineer,2,2,Japan,1,50,"Data Visualization, Scala, Python, NLP, Hadoop",3,7,Manufacturing
162862.72,Data Engineer,2,3,United Kingdom,1,100,"Tableau, SQL, Deep Learning, Azure, Scala",1,7,Media
96023.0,AI Specialist,3,3,India,0,50,"Python, Java, PyTorch, Data Visualization, Mathematics",3,16,Gaming
207340.0,Machine Learning Engineer,3,3,Singapore,2,100,"SQL, Azure, Kubernetes, Hadoop, Computer Vision",1,18,Transportation
41132.0,AI Research Scientist,0,3,Ireland,0,50,"Statistics, Java, Python",2,1,Healthcare
117356.0,Data Analyst,2,0,Ireland,2,50,"Spark, PyTorch, SQL, Java, Docker",0,7,Consulting
160641.0,Computer Vision Engineer,2,2,Denmark,1,100,"Deep Learning, Java, Data Visualization",3,9,Retail
107007.0,AI Software Engineer,2,2,South Korea,1,0,"Mathematics, Java, SQL",2,5,Energy
61963.2,Computer Vision Engineer,0,1,France,0,100,"Deep Learning, Statistics, Computer Vision, Data Visualization",3,0,Education
117957.0,Machine Learning Engineer,2,2,Australia,2,0,"Computer Vision, Python, Docker, SQL",2,6,Healthcare
82619.54999999999,Data Analyst,1,3,France,0,100,"MLOps, Scala, Linux, Mathematics",1,4,Government
128919.0,AI Product Manager,3,3,India,1,100,"Spark, Git, NLP",2,12,Media
104524.0,AI Software Engineer,3,2,Finland,0,100,"Spark, SQL, Computer Vision, NLP, AWS",2,17,Consulting
172907.0,AI Product Manager,2,3,Sweden,2,100,"Scala, Python, Mathematics",3,5,Manufacturing
219365.63999999998,AI Architect,3,0,France,1,100,"Mathematics, Docker, Python",0,19,Gaming
75761.01,Data Analyst,0,1,Germany,0,0,"Docker, Java, Data Visualization, Python, Kubernetes",0,1,Media
85743.0,Autonomous Systems Engineer,1,1,Canada,0,50,"SQL, Hadoop, Python",3,4,Government
67383.0,Computer Vision Engineer,0,3,Switzerland,0,50,"R, PyTorch, Azure",3,1,Energy
68975.0,Autonomous Systems Engineer,1,2,South Korea,2,50,"TensorFlow, Java, Linux",1,2,Healthcare
196902.0,Data Analyst,3,0,Denmark,0,0,"Statistics, Java, NLP, Azure",2,12,Consulting
260533.25999999998,ML Ops Engineer,3,2,Netherlands,1,50,"Data Visualization, Java, NLP, Docker",1,16,Transportation
32977.0,Data Scientist,0,0,Finland,0,0,"AWS, R, Tableau",1,1,Energy
53421.0,AI Software Engineer,0,1,Australia,0,50,"Java, GCP, Linux",0,1,Consulting
94267.0,Head of AI,2,3,Austria,1,0,"Spark, Java, Deep Learning, Azure",1,7,Retail
111674.0,AI Architect,2,0,Austria,2,0,"Hadoop, MLOps, Git",3,8,Government
107349.0,ML Ops Engineer,2,2,Australia,1,50,"Python, Git, Mathematics, SQL",1,5,Automotive
159722.55,AI Consultant,2,3,France,1,100,"Deep Learning, Java, GCP",0,9,Consulting
155515.0,Machine Learning Researcher,3,3,South Korea,2,0,"Tableau, TensorFlow, MLOps, PyTorch, Deep Learning",1,13,Finance
85575.0,Deep Learning Engineer,1,2,Australia,1,50,"Azure, AWS, Deep Learning, TensorFlow, Statistics",0,3,Finance
61582.0,Principal Data Scientist,0,1,Ireland,2,100,"Computer Vision, Mathematics, NLP, Scala, R",1,0,Technology
155654.46,AI Consultant,2,1,France,2,100,"Kubernetes, PyTorch, SQL, NLP",0,8,Telecommunications
105361.0,AI Product Manager,0,0,Switzerland,2,50,"R, Azure, Python",1,1,Consulting
79846.0,Deep Learning Engineer,1,3,Australia,1,0,"AWS, Data Visualization, Docker, Python, TensorFlow",2,4,Telecommunications
148524.0,AI Software Engineer,3,3,Austria,2,0,"Git, MLOps, Python",3,17,Healthcare
88895.0,AI Specialist,2,0,Canada,0,100,"PyTorch, Azure, Git, R",1,5,Media
82960.0,Head of AI,2,0,Japan,1,100,"AWS, Git, PyTorch, MLOps",3,8,Transportation
42201.0,Data Engineer,0,0,Japan,1,100,"Python, Kubernetes, Azure, Statistics",3,0,Technology
49041.0,AI Research Scientist,0,0,Austria,0,100,"Hadoop, Git, Docker, R, Azure",1,0,Gaming
124367.0,AI Product Manager,2,1,United States,1,0,"MLOps, SQL, Statistics",0,8,Telecommunications
48884.0,AI Research Scientist,0,2,Israel,2,100,"Computer Vision, Kubernetes, Python",0,0,Real Estate
61307.0,Computer Vision Engineer,0,3,Australia,1,100,"Tableau, MLOps, Scala, NLP, PyTorch",0,0,Consulting
71451.0,ML Ops Engineer,0,3,Norway,0,0,"Scala, Computer Vision, Statistics, TensorFlow",3,1,Government
56658.0,Machine Learning Researcher,0,2,South Korea,2,50,"Docker, TensorFlow, Mathematics, Azure, Tableau",2,1,Healthcare
132933.0,Machine Learning Engineer,3,1,India,1,0,"Kubernetes, AWS, Python, Java, Azure",0,12,Finance
67853.0,Autonomous Systems Engineer,1,3,South Korea,0,0,"Kubernetes, Linux, Azure, NLP, Java",3,3,Technology
49354.0,AI Research Scientist,0,1,Israel,2,50,"Scala, MLOps, TensorFlow, Computer Vision, Tableau",0,0,Real Estate
103139.0,Robotics Engineer,2,1,Canada,0,100,"NLP, R, Spark, Tableau",1,5,Manufacturing
124373.0,NLP Engineer,1,3,Sweden,2,50,"Data Visualization, Java, Azure, Docker",1,4,Telecommunications
68815.0,AI Research Scientist,1,2,Finland,2,50,"Deep Learning, Spark, MLOps",1,2,Gaming
51387.0,Computer Vision Engineer,0,1,Sweden,0,0,"Scala, Tableau, Computer Vision, Java, Data Visualization",1,1,Finance
140613.0,AI Consultant,1,1,Denmark,2,50,"NLP, Computer Vision, SQL, Spark",1,3,Consulting
66264.0,AI Software Engineer,1,1,Japan,2,50,"Python, Kubernetes, TensorFlow",1,3,Manufacturing
131390.0,ML Ops Engineer,2,3,Australia,1,100,"TensorFlow, Python, GCP, PyTorch, R",1,7,Gaming
107760.0,Computer Vision Engineer,3,0,China,1,100,"Azure, GCP, AWS",3,16,Gaming
118205.0,Data Engineer,1,0,Sweden,2,100,"Python, Git, NLP",1,4,Technology
129306.0,Deep Learning Engineer,3,1,Ireland,0,50,"Hadoop, Kubernetes, Python",3,17,Automotive
35517.0,Principal Data Scientist,0,1,South Korea,0,0,"NLP, R, SQL, Azure",0,1,Education
262069.0,ML Ops Engineer,3,2,United States,0,0,"Docker, PyTorch, Computer Vision, Linux",2,16,Education
51587.0,AI Software Engineer,0,2,Japan,1,100,"Python, Data Visualization, AWS",2,1,Finance
101733.0,AI Architect,2,2,Israel,2,50,"R, Statistics, SQL, Data Visualization, Mathematics",1,9,Transportation
159311.0,AI Product Manager,3,3,Canada,0,100,"GCP, Git, MLOps, Azure, Java",1,15,Energy
89033.48999999999,Data Scientist,1,1,France,1,0,"MLOps, Kubernetes, SQL, NLP, Mathematics",1,2,Education
81605.44,Autonomous Systems Engineer,0,3,United Kingdom,0,100,"Kubernetes, Computer Vision, Scala, Python",3,1,Automotive
48903.0,AI Software Engineer,0,2,South Korea,0,50,"Docker, SQL, Data Visualization",2,1,Government
64868.0,AI Research Scientist,2,2,Israel,0,0,"Kubernetes, AWS, NLP, Hadoop, Mathematics",2,7,Telecommunications
96858.0,AI Research Scientist,0,2,Denmark,1,100,"SQL, Java, NLP, Computer Vision, Linux",2,1,Automotive
170869.13999999998,Research Scientist,2,3,Germany,2,100,"Statistics, NLP, Tableau, Hadoop",1,8,Finance
92724.0,Autonomous Systems Engineer,1,0,Singapore,1,0,"TensorFlow, Scala, GCP, SQL",1,4,Consulting
106821.0,Machine Learning Engineer,3,1,Israel,0,0,"TensorFlow, Kubernetes, PyTorch, Java, Python",3,10,Energy
205500.0,Data Engineer,3,3,Canada,0,50,"Kubernetes, Docker, Python, PyTorch",2,13,Government
196332.32,Robotics Engineer,2,0,United Kingdom,0,50,"Spark, Python, MLOps",3,6,Education
76236.0,AI Specialist,1,0,South Korea,1,100,"Kubernetes, Deep Learning, Azure, Python, Statistics",0,3,Real Estate
106139.0,AI Specialist,1,0,United States,1,50,"MLOps, Tableau, Linux, Kubernetes",1,2,Government
85074.0,Computer Vision Engineer,2,0,Israel,2,0,"Kubernetes, Python, GCP",1,5,Finance
130615.29,AI Consultant,2,0,France,2,0,"AWS, Deep Learning, Statistics",2,7,Manufacturing
195666.0,Autonomous Systems Engineer,3,2,Ireland,2,100,"Java, TensorFlow, SQL",1,14,Government
144311.0,Head of AI,2,3,Australia,2,0,"Scala, GCP, Data Visualization",2,9,Transportation
108968.0,NLP Engineer,1,1,Singapore,1,0,"Azure, Scala, GCP, NLP",1,4,Energy
86417.37,ML Ops Engineer,1,2,Germany,0,100,"Computer Vision, Linux, Docker, Python, AWS",2,4,Media
119986.0,Autonomous Systems Engineer,1,0,United States,1,100,"Kubernetes, Computer Vision, Data Visualization, PyTorch, Spark",3,4,Manufacturing
69708.0,Data Engineer,0,3,Denmark,0,100,"Tableau, SQL, Linux",3,1,Transportation
223675.0,Data Analyst,3,3,Australia,2,50,"Data Visualization, Python, TensorFlow, Computer Vision, MLOps",0,14,Healthcare
216388.0,NLP Engineer,3,0,Canada,1,0,"Java, Python, MLOps",1,13,Manufacturing
129214.0,Data Analyst,1,0,Denmark,1,100,"Linux, TensorFlow, PyTorch",3,4,Energy
45762.0,Machine Learning Researcher,0,1,South Korea,1,0,"Linux, Mathematics, Azure, Computer Vision, Python",1,0,Automotive
67197.0,Computer Vision Engineer,1,0,China,0,100,"Scala, R, Azure, SQL",3,3,Gaming
93513.0,Data Scientist,2,2,Austria,1,100,"Java, R, NLP",3,6,Consulting
156153.0,AI Product Manager,3,0,Japan,0,0,"Docker, Tableau, R, Spark",2,17,Real Estate
52519.0,Computer Vision Engineer,0,1,Ireland,2,100,"Tableau, Data Visualization, SQL, Scala, Azure",3,0,Retail
97273.0,ML Ops Engineer,2,2,South Korea,1,100,"Mathematics, Python, MLOps",2,6,Energy
163469.28,Machine Learning Engineer,2,1,United Kingdom,0,100,"Tableau, AWS, NLP, Docker",1,7,Education
103767.29999999999,Data Scientist,1,1,France,1,0,"Kubernetes, MLOps, R",2,3,Telecommunications
89015.93999999999,AI Software Engineer,0,3,Netherlands,2,100,"Kubernetes, Deep Learning, Hadoop",3,1,Finance
98376.0,Machine Learning Researcher,3,2,Japan,0,50,"Kubernetes, Computer Vision, PyTorch, Hadoop",3,19,Manufacturing
114358.14,AI Software Engineer,1,0,Netherlands,2,100,"Git, MLOps, AWS, Deep Learning",2,4,Energy
58634.0,Data Analyst,0,1,India,2,50,"R, Linux, Mathematics, MLOps",3,0,Government
194882.0,Autonomous Systems Engineer,2,0,Norway,2,100,"PyTorch, Kubernetes, Java",3,6,Technology
54910.0,Research Scientist,1,2,Finland,0,50,"PyTorch, SQL, R",0,4,Retail
97824.0,Deep Learning Engineer,2,1,Japan,1,100,"Hadoop, Spark, Kubernetes",0,9,Automotive
141663.6,Autonomous Systems Engineer,1,3,Germany,2,50,"Tableau, Java, Mathematics, NLP",1,2,Government
108108.0,Machine Learning Engineer,1,3,Norway,2,0,"R, Scala, Java, Mathematics, Computer Vision",3,4,Energy
52110.0,AI Research Scientist,0,0,Israel,2,50,"Spark, Linux, AWS",3,0,Transportation
88464.0,Research Scientist,2,0,South Korea,0,100,"SQL, PyTorch, R",0,5,Real Estate
111754.89,NLP Engineer,1,3,Germany,0,0,"Java, MLOps, Spark, Tableau",3,4,Technology
80455.0,NLP Engineer,2,1,Ireland,0,50,"Hadoop, Docker, Deep Learning, Python, Statistics",2,5,Healthcare
122001.0,Data Analyst,2,2,United States,1,100,"Tableau, Kubernetes, Linux, Deep Learning",3,6,Transportation
134829.04,NLP Engineer,2,0,United Kingdom,0,100,"Statistics, Kubernetes, Python, Mathematics, Azure",1,6,Media
220236.0,Head of AI,3,2,Sweden,2,100,"Linux, Spark, Git, Python, Java",0,15,Energy
130714.73999999999,AI Software Engineer,1,3,Netherlands,1,0,"AWS, Git, NLP, Python",3,2,Real Estate
131548.0,AI Product Manager,3,2,Finland,2,50,"Scala, PyTorch, Computer Vision",1,13,Energy
161006.03999999998,AI Product Manager,2,2,Germany,1,0,"Azure, PyTorch, Deep Learning",0,5,Retail
104248.17,Deep Learning Engineer,1,3,France,2,100,"Kubernetes, SQL, R, Statistics",1,3,Media
109392.0,AI Specialist,1,0,Denmark,0,100,"Tableau, Azure, Hadoop, Python",0,2,Finance
92573.90999999999,ML Ops Engineer,0,1,Netherlands,1,0,"GCP, Spark, Hadoop",3,0,Healthcare
85251.0,Data Scientist,2,2,Ireland,1,50,"Hadoop, Java, Spark",0,5,Gaming
112900.31999999999,AI Specialist,1,1,Germany,0,0,"PyTorch, GCP, Java, Kubernetes",0,4,Media
84797.0,Research Scientist,1,1,Norway,0,50,"Python, Deep Learning, Azure",3,4,Real Estate
37181.0,AI Consultant,0,3,Finland,1,0,"Azure, Data Visualization, Java, PyTorch",0,1,Gaming
138492.0,Computer Vision Engineer,3,2,Sweden,0,50,"Linux, Python, TensorFlow, Deep Learning",2,18,Retail
196321.31999999998,AI Consultant,3,3,Netherlands,1,100,"Java, SQL, NLP, PyTorch, TensorFlow",3,13,Telecommunications
145539.0,Data Scientist,3,2,Ireland,1,0,"MLOps, Kubernetes, Statistics, GCP",0,13,Finance
63427.0,Deep Learning Engineer,0,1,India,2,0,"Python, Computer Vision, TensorFlow, PyTorch",1,1,Media
52958.0,Data Scientist,0,2,Canada,0,100,"Azure, Python, Java, AWS",2,1,Finance
103182.0,Principal Data Scientist,1,3,Denmark,0,100,"Spark, Git, Deep Learning, NLP",3,4,Manufacturing
49461.0,AI Consultant,0,0,Canada,1,0,"PyTorch, SQL, Linux, Java, Python",2,0,Consulting
59404.0,Machine Learning Engineer,1,1,China,0,100,"Scala, Azure, TensorFlow, Java",2,4,Healthcare
106370.0,AI Specialist,3,0,Israel,0,0,"GCP, Kubernetes, TensorFlow, Git, Hadoop",1,11,Telecommunications
122025.0,ML Ops Engineer,1,2,Australia,2,100,"R, Tableau, Python",0,3,Retail
104698.0,Research Scientist,2,0,Australia,0,50,"AWS, Scala, NLP, SQL",0,6,Energy
36052.0,AI Specialist,0,0,South Korea,0,0,"Java, PyTorch, Computer Vision, R, TensorFlow",1,0,Media
190891.0,AI Consultant,3,1,Singapore,2,100,"Tableau, Linux, GCP, Java",1,12,Transportation
60615.0,Principal Data Scientist,0,3,Australia,0,0,"GCP, Java, MLOps",2,1,Energy
74581.0,AI Software Engineer,1,1,Israel,2,0,"Hadoop, TensorFlow, Kubernetes",0,2,Telecommunications
159428.0,AI Specialist,2,0,Singapore,1,100,"Tableau, Hadoop, Python, Spark, SQL",3,6,Technology
90930.0,AI Product Manager,1,3,Singapore,1,0,"Linux, Git, Scala, Spark",0,4,Consulting
131045.0,AI Architect,2,0,Canada,2,0,"PyTorch, Hadoop, Azure, Computer Vision, SQL",0,7,Education
98030.0,Data Scientist,1,0,Denmark,0,50,"SQL, Mathematics, Java, Hadoop",0,3,Education
138792.0,Machine Learning Researcher,3,2,Ireland,1,50,"NLP, Java, Python, Kubernetes",0,17,Consulting
189776.0,AI Architect,2,0,Denmark,2,100,"TensorFlow, MLOps, Python",3,7,Education
61734.0,Deep Learning Engineer,0,2,Canada,0,0,"Kubernetes, Java, Computer Vision, Azure, Mathematics",3,1,Transportation
166296.78,Research Scientist,2,1,France,1,50,"Deep Learning, Linux, Hadoop, TensorFlow, Scala",0,5,Manufacturing
143660.0,AI Consultant,3,1,South Korea,0,100,"Kubernetes, Computer Vision, MLOps",1,15,Healthcare
108250.0,Robotics Engineer,3,1,South Korea,1,100,"PyTorch, Spark, TensorFlow, Python, SQL",2,17,Real Estate
128857.0,AI Specialist,3,2,Israel,0,50,"Linux, SQL, TensorFlow, Mathematics",3,10,Finance
64321.0,Robotics Engineer,0,0,Australia,0,0,"TensorFlow, Python, Tableau",0,1,Manufacturing
117072.0,Data Scientist,1,3,Switzerland,0,50,"Java, Python, GCP",2,4,Healthcare
62731.0,Data Analyst,1,3,Japan,1,0,"NLP, PyTorch, TensorFlow",3,2,Automotive
84566.43,Data Engineer,0,2,France,1,100,"Hadoop, TensorFlow, PyTorch",2,0,Manufacturing
122734.0,Autonomous Systems Engineer,3,0,China,0,50,"PyTorch, Linux, Data Visualization, Deep Learning",2,10,Consulting
93777.0,Research Scientist,0,0,Norway,1,100,"Git, GCP, Azure, Docker, PyTorch",2,0,Media
59954.0,AI Product Manager,0,3,Canada,0,50,"Kubernetes, PyTorch, TensorFlow",1,1,Automotive
58961.0,Research Scientist,0,0,Finland,2,0,"Deep Learning, PyTorch, Git, SQL, Java",0,1,Automotive
158009.0,Data Analyst,3,0,Finland,0,50,"MLOps, R, GCP, Kubernetes, Linux",3,10,Technology
51230.0,AI Specialist,0,1,Japan,0,100,"Deep Learning, PyTorch, Statistics",0,1,Healthcare
268888.0,AI Research Scientist,3,1,Denmark,0,0,"Java, SQL, Azure",1,16,Consulting
209850.03,Machine Learning Engineer,3,0,Netherlands,0,50,"Kubernetes, Data Visualization, Scala, Deep Learning",0,15,Transportation
34190.0,ML Ops Engineer,0,0,Japan,0,0,"SQL, PyTorch, AWS",3,1,Retail
138387.0,Machine Learning Researcher,2,0,Sweden,1,50,"SQL, Java, Tableau",0,6,Consulting
83976.0,Data Scientist,1,3,Sweden,1,0,"SQL, Git, Tableau, Python",1,3,Consulting
232743.41999999998,Machine Learning Engineer,3,2,Germany,0,0,"NLP, TensorFlow, Hadoop, Statistics, Deep Learning",0,11,Automotive
81667.0,Deep Learning Engineer,2,2,Japan,0,50,"Python, SQL, NLP, Git",2,7,Manufacturing
76755.0,Robotics Engineer,1,2,China,1,0,"Java, Kubernetes, GCP, AWS",1,2,Government
91107.0,Robotics Engineer,2,2,Ireland,0,100,"Scala, SQL, Data Visualization, R",3,7,Gaming
187440.0,Research Scientist,3,3,Sweden,0,100,"Deep Learning, Computer Vision, Python, SQL, R",0,10,Gaming
107436.0,Data Analyst,1,3,United States,2,0,"Java, Kubernetes, Computer Vision, TensorFlow, MLOps",0,4,Transportation
69546.0,AI Product Manager,0,1,Singapore,1,50,"Kubernetes, NLP, PyTorch",3,0,Technology
47211.0,Data Scientist,1,2,Finland,0,0,"Python, R, Java",1,4,Technology
80121.0,Robotics Engineer,1,1,Ireland,2,50,"GCP, R, Docker",1,3,Retail
117746.45999999999,NLP Engineer,2,2,Netherlands,0,100,"Python, Data Visualization, SQL, Azure, Linux",1,7,Retail
45615.0,Deep Learning Engineer,0,2,China,0,100,"Hadoop, SQL, GCP, Statistics, Scala",1,1,Media
106055.81999999999,AI Research Scientist,1,0,Germany,0,100,"Kubernetes, Python, Tableau, Scala, Statistics",1,2,Government
131024.0,ML Ops Engineer,3,2,Japan,2,0,"NLP, Java, Deep Learning, Linux",0,12,Consulting
203404.0,Autonomous Systems Engineer,3,2,Finland,2,100,"Java, Python, Deep Learning, Scala",3,19,Consulting
126322.0,Data Engineer,3,1,Japan,0,100,"NLP, Linux, R",0,16,Education
118168.0,ML Ops Engineer,1,1,Denmark,1,50,"MLOps, Python, SQL, Java, Computer Vision",3,2,Government
43999.0,Machine Learning Researcher,0,1,Austria,2,0,"Deep Learning, Hadoop, TensorFlow, Spark, SQL",3,1,Consulting
46121.0,Computer Vision Engineer,0,1,South Korea,1,50,"AWS, PyTorch, Java, SQL",2,0,Media
241737.21,Machine Learning Engineer,3,1,Netherlands,0,50,"Linux, Data Visualization, MLOps, R",1,18,Media
144513.0,AI Architect,3,2,China,1,100,"Data Visualization, Python, SQL",1,12,Media
116663.0,Computer Vision Engineer,1,0,Norway,1,0,"Scala, TensorFlow, MLOps",0,3,Energy
123622.0,Data Analyst,3,0,Japan,1,100,"Git, R, Deep Learning, Mathematics, Hadoop",2,15,Energy
105775.36,NLP Engineer,0,0,United Kingdom,2,100,"Kubernetes, AWS, Mathematics",0,0,Transportation
103835.0,Machine Learning Researcher,3,1,Austria,0,50,"TensorFlow, Python, Docker, Spark, Linux",0,11,Finance
91128.0,AI Architect,2,0,Japan,2,50,"Mathematics, TensorFlow, SQL, Java",0,5,Technology
72798.0,Data Scientist,2,0,Austria,1,0,"Deep Learning, Python, NLP, Data Visualization",2,8,Media
85424.0,Machine Learning Engineer,1,0,Canada,1,100,"AWS, R, Python, Docker",1,3,Telecommunications
49147.0,Data Scientist,0,0,Singapore,0,50,"Hadoop, Python, Linux, TensorFlow",1,1,Energy
106978.0,AI Research Scientist,2,1,Ireland,2,0,"SQL, Kubernetes, Mathematics",3,5,Government
180559.04,Computer Vision Engineer,2,0,United Kingdom,1,50,"Computer Vision, MLOps, Java, NLP, Azure",2,7,Automotive
252413.0,NLP Engineer,3,2,Switzerland,1,0,"SQL, AWS, PyTorch, Mathematics",3,14,Telecommunications
128067.0,AI Software Engineer,2,3,Norway,0,0,"Computer Vision, Data Visualization, Hadoop",0,5,Automotive
122517.0,Data Engineer,1,1,United States,2,0,"TensorFlow, Kubernetes, PyTorch",2,4,Automotive
66576.0,Deep Learning Engineer,0,1,Canada,2,50,"Spark, R, NLP",0,0,Automotive
134083.0,NLP Engineer,1,0,Denmark,2,100,"Git, Scala, Data Visualization, Python, Computer Vision",3,4,Consulting
129699.0,Deep Learning Engineer,1,1,United States,2,0,"GCP, Computer Vision, Linux, Java",2,2,Finance
49213.0,AI Consultant,0,2,Australia,0,50,"PyTorch, SQL, Statistics",1,1,Technology
118450.0,Machine Learning Engineer,2,3,Canada,0,0,"Hadoop, Data Visualization, Python, Computer Vision",2,5,Transportation
123935.0,AI Software Engineer,1,0,United States,2,50,"Python, Mathematics, NLP, Statistics, Tableau",3,2,Government
174843.0,Computer Vision Engineer,2,0,Singapore,2,0,"Scala, R, NLP",0,7,Government
186171.56999999998,NLP Engineer,3,1,France,2,0,"Hadoop, Spark, Computer Vision, Python, PyTorch",2,11,Retail
108860.31,Computer Vision Engineer,1,3,Germany,0,0,"SQL, Linux, Spark, Python, Scala",2,4,Real Estate
69641.0,Head of AI,1,2,South Korea,1,50,"PyTorch, Kubernetes, Java, Git, MLOps",1,3,Healthcare
121458.0,AI Architect,2,2,United States,0,0,"Mathematics, MLOps, Java, Docker, Python",1,8,Government
94664.7,Head of AI,0,0,Netherlands,1,100,"Python, MLOps, Scala, Mathematics, TensorFlow",1,1,Telecommunications
142930.56,Principal Data Scientist,1,2,United Kingdom,0,50,"Python, TensorFlow, AWS",2,2,Healthcare
178734.0,AI Research Scientist,3,0,Sweden,0,0,"Data Visualization, Python, Kubernetes",2,18,Telecommunications
121811.0,Principal Data Scientist,3,1,Japan,2,50,"Java, Azure, Deep Learning",0,12,Energy
242056.62,Machine Learning Engineer,3,0,Germany,2,50,"Computer Vision, Data Visualization, Git, Python, Spark",0,18,Education
215355.0,AI Architect,3,0,Singapore,2,100,"Azure, Linux, Deep Learning, Python",2,10,Retail
46314.0,AI Software Engineer,0,3,Japan,0,0,"Kubernetes, Data Visualization, Computer Vision, R",0,0,Automotive
55954.0,Head of AI,1,2,Japan,0,0,"Python, GCP, TensorFlow, MLOps, Git",2,3,Real Estate
214206.0,Research Scientist,2,1,Switzerland,2,50,"Python, Git, Hadoop, R",3,8,Consulting
47603.0,Robotics Engineer,0,0,South Korea,1,100,"PyTorch, GCP, Scala, Kubernetes",3,1,Real Estate
110194.11,AI Software Engineer,2,0,Germany,0,0,"SQL, Computer Vision, Statistics, Scala",0,7,Consulting
115528.0,Machine Learning Researcher,1,0,Canada,2,50,"Python, PyTorch, Data Visualization, Git, GCP",3,2,Real Estate
126618.72000000002,Data Engineer,1,2,United Kingdom,2,50,"Git, SQL, Spark",1,4,Manufacturing
120914.0,AI Specialist,1,3,United States,1,0,"Java, R, GCP, Linux, Tableau",3,4,Automotive
